Account Manager,Rep Name,Account Number,Name,Address,Subscription Date,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Modem Age,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Churn Date,Latitude,Longitude,Postal Code,Region
52-1146363,Tori Prentice,9430-NKQLY,Darin Roisen,4 Veith Circle,5/30/2017,No,Yes,Yes,17,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,No,,41.7890097,-71.3809096,2905,Rhode Island
25-9781941,Cleo Frederick,8414-MYSHR,Wood Gudyer,752 Shoshone Point,5/23/2017,Yes,No,No,17,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,No,,41.7871415,-71.3934883,2905,Rhode Island
42-2956742,Rahim Glover,0247-SLUJI,Ronica Stepto,84703 School Avenue,6/22/2017,No,Yes,Yes,16,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,No,,41.7903305,-71.3932234,2905,Rhode Island
58-8364238,Jenny Hancock,9402-ORRAH,Dun Moine,799 International Terrace,5/10/2017,Yes,No,No,17,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,No,,41.79279,-71.4044023,2905,Rhode Island
85-3745646,Shivani Costa,6483-OATDN,Cecilius Altham,9659 Manitowish Park,2/4/2017,No,Yes,Yes,19,Yes,No,DSL,New,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,Yes,9/30/2018,41.803015,-71.4166543,2905,Rhode Island
24-5250647,Derry Daniel,1293-HHSHJ,Charlean Siggery,26 Novick Place,6/30/2016,No,No,No,4,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741,Yes,11/12/2016,41.7941687,-71.415774,2907,Rhode Island
83-8467671,Naima Clements,4840-ORQXB,Seamus Winsper,96 Mallard Pass,7/3/2016,Yes,No,No,4,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,Yes,11/12/2016,41.852182,-71.4013897,2906,Rhode Island
61-8597757,Sonny Vega,7599-FKVXZ,Xylina Prisk,45 Calypso Alley,5/9/2017,No,Yes,No,17,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,No,,41.8474597,-71.3996309,2906,Rhode Island
51-3249481,Abdur-Rahman Glenn,3982-DQLUS,Orella Larmuth,01039 Mariners Cove Trail,2/27/2017,Yes,Yes,Yes,19,Yes,Yes,Fiber optic,New,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.45,Yes,9/30/2018,41.8608158,-71.426462,2904,Rhode Island
10-8807007,Alec Wilks,8610-ZIKJJ,Isacco Perrone,2488 Bellgrove Way,2/4/2017,No,Yes,Yes,19,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,31.9,Yes,9/30/2018,41.8232418,-71.4126155,2903,Rhode Island
75-8051982,Hollie Conway,3756-VNWDH,Vittorio Mycroft,1 Upham Pass,6/19/2017,Yes,Yes,No,16,Yes,Yes,Fiber optic,Less than 1 Year,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,No,,41.8455926,-71.4325908,2904,Rhode Island
47-2963605,Jaimee Vance,7801-KICAO,Jeannine Neat,5554 Elka Way,7/19/2017,No,No,No,15,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,No,,41.8323518,-71.4557299,2909,Rhode Island
10-4398098,Nyah O'Neill,7673-LPRNY,Roanne Drains,4 Dunning Court,7/16/2017,No,No,No,15,Yes,Yes,DSL,1 - 2 Years,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,No,,41.8163427,-71.4554147,2909,Rhode Island
10-4398098,Nyah O'Neill,8229-TNIQA,Carol Ovitz,7835 Nova Place,2/14/2018,No,No,No,3,Yes,No,DSL,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,Yes,6/10/2018,41.8367817,-71.4221834,2908,Rhode Island
25-9781941,Cleo Frederick,6060-QBMGV,Alfreda Greser,21865 Pleasure Junction,6/28/2016,No,Yes,No,4,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1433.8,Yes,11/12/2016,41.7802721,-71.4223601,2907,Rhode Island
20-9329110,Emil Webber,7339-POGZN,Demetris Sutheran,162 Hoard Park,2/27/2017,No,No,No,19,Yes,Yes,DSL,New,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,214.55,Yes,9/30/2018,41.7802721,-71.4223601,2907,Rhode Island
76-0195839,Rhia Frame,2828-SLQPF,Patric McKane,0 Drewry Avenue,6/15/2017,No,No,No,16,Yes,No,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45,865.85,No,,41.7802721,-71.4223601,2907,Rhode Island
13-8653221,Ieuan Whittington,4465-VDKIQ,Mathilde Wharfe,5 Basil Place,7/1/2017,No,No,No,16,Yes,No,Fiber optic,1 - 2 Years,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,No,,41.7802721,-71.4223601,2907,Rhode Island
20-9329110,Emil Webber,2921-XWDJH,Sallyann Jackways,4 Jana Park,1/9/2017,Yes,Yes,No,21,Yes,No,Fiber optic,Less than 1 Year,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,No,,41.7802721,-71.4223601,2907,Rhode Island
75-8051982,Hollie Conway,6221-AVQYL,Clark Matheson,7013 Anniversary Circle,7/20/2017,No,No,No,4,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,Yes,12/7/2017,41.7802721,-71.4223601,2907,Rhode Island
16-0420024,Ariya Almond,2558-BUOZZ,Delilah Chaize,50870 Sachs Court,6/5/2017,No,No,No,16,Yes,Yes,Fiber optic,Less than 1 Year,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,4535.85,No,,41.7802721,-71.4223601,2907,Rhode Island
78-8973798,Jena Durham,9257-AZMTZ,Klaus Dearness,943 Lakeland Way,2/7/2017,No,Yes,Yes,19,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1078.75,Yes,9/30/2018,41.7802721,-71.4223601,2907,Rhode Island
57-1199545,Braydon Farrington,0003-MKNFE,Dave Wilkison,256 7th Junction,8/8/2017,No,No,No,14,Yes,Yes,DSL,Less than 1 Year,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,No,,41.7802721,-71.4223601,2907,Rhode Island
69-0108929,Kelsea Esquivel,0975-UYDTX,Lonnard Joselin,767 Eastwood Alley,4/14/2017,No,Yes,No,18,Yes,Yes,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,No,,41.7802721,-71.4223601,2907,Rhode Island
73-9095501,Floyd Black,7743-EXURX,Verge Sparey,4252 Meadow Ridge Pass,4/30/2018,No,Yes,Yes,1,Yes,No,DSL,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,Yes,6/20/2018,41.7802721,-71.4223601,2907,Rhode Island
24-5250647,Derry Daniel,4682-BLBUC,Darnall Croix,611 Gateway Road,4/8/2017,No,Yes,No,18,Yes,No,DSL,1 - 2 Years,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,No,,41.7802721,-71.4223601,2907,Rhode Island
98-3691700,Dexter Dawe,0975-VOOVL,Tomasine Goulter,58 Eastlawn Circle,6/14/2016,No,No,No,4,No,No phone service,DSL,> 4 Years,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,Yes,11/12/2016,41.7802721,-71.4223601,2907,Rhode Island
47-2963605,Jaimee Vance,5968-VXZLG,Merola Petriello,89282 Spaight Place,8/7/2017,No,No,No,14,Yes,No,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,No,,41.8062496,-71.4567071,2909,Rhode Island
10-8807007,Alec Wilks,5569-KGJHX,Gennie Fahrenbacher,5368 Hoffman Terrace,8/2/2017,No,Yes,Yes,1,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,Yes,8/23/2017,41.8456374,-71.4256431,2909,Rhode Island
52-1146363,Tori Prentice,4988-IQIGL,Andros Thon,29466 Upham Crossing,8/17/2017,Yes,No,No,14,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,No,,41.8175564,-71.4684752,2909,Rhode Island
47-2963605,Jaimee Vance,5201-FRKKS,Morgan Swigger,80 Fisk Court,8/6/2017,No,No,No,14,Yes,No,Fiber optic,Less than 1 Year,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,No,,41.8511763,-71.4473016,2908,Rhode Island
10-4398098,Nyah O'Neill,9799-CAYJJ,Martynne Cockley,2 Bluestem Circle,1/6/2017,Yes,Yes,No,21,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,No,,41.8492473,-71.4302843,2904,Rhode Island
25-9781941,Cleo Frederick,7730-IUTDZ,Wendi Cattenach,048 Tennyson Center,5/26/2018,No,No,No,1,Yes,No,Fiber optic,> 4 Years,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,3198.6,Yes,6/8/2018,41.8584049,-71.4225217,2904,Rhode Island
57-1199545,Braydon Farrington,0426-TIRNE,Yasmeen Bazell,66966 Crescent Oaks Parkway,4/17/2017,No,No,No,4,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,9/16/2017,41.8344017,-71.4076807,2906,Rhode Island
87-5056698,Carolyn Walmsley,5443-SCMKX,Maxie Bustard,2 Hagan Alley,8/1/2017,No,Yes,No,15,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,5610.15,No,,41.7917135,-71.4037902,2905,Rhode Island
76-0195839,Rhia Frame,8295-KMENE,Fidole Marchetti,40901 8th Junction,6/15/2016,No,Yes,Yes,4,Yes,Yes,DSL,1 - 2 Years,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,4519.5,Yes,11/12/2016,41.8370866,-71.4029783,2905,Rhode Island
52-1146363,Tori Prentice,6738-ISCBM,Raymund Coffee,94 Eagan Pass,4/15/2017,No,No,No,18,No,No phone service,DSL,1 - 2 Years,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54,2440.25,No,,41.7895193,-71.3992611,2905,Rhode Island
42-2956742,Rahim Glover,9821-BESNZ,Cheri Martinez,22 Farmco Point,4/15/2017,No,No,No,18,Yes,Yes,Fiber optic,Less than 1 Year,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.25,6860.6,No,,41.787363,-71.3944311,2905,Rhode Island
58-8364238,Jenny Hancock,3678-MNGZX,Feodora Bedford,2 Golden Leaf Point,2/9/2017,No,Yes,Yes,19,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1377.7,Yes,9/30/2018,41.7890066,-71.4020354,2905,Rhode Island
42-2956742,Rahim Glover,1335-NTIUC,Atlante Downs,93 Prairieview Road,2/11/2017,No,No,No,19,No,No phone service,DSL,New,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,Yes,9/30/2018,41.7891969,-71.4022139,2905,Rhode Island
16-0420024,Ariya Almond,2916-BQZLN,Lothaire Ianni,84 Red Cloud Plaza,7/10/2017,No,No,No,15,Yes,Yes,Fiber optic,1 - 2 Years,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.75,1651.95,No,,41.7896224,-71.3958837,2905,Rhode Island
10-4398098,Nyah O'Neill,4558-CGYCZ,Brice Iozefovich,9684 Scofield Hill,5/10/2017,No,No,No,17,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,78.3,No,,41.7919855,-71.3938722,2905,Rhode Island
16-0420024,Ariya Almond,2368-GAKKQ,Sib Roskilly,64 Tennessee Junction,3/4/2017,No,No,No,18,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,7939.25,Yes,9/30/2018,41.7893127,-71.404799,2905,Rhode Island
16-0420024,Ariya Almond,8710-YGLWG,Lisetta Litchfield,4533 Washington Lane,3/30/2017,No,No,No,18,Yes,No,DSL,New,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,Yes,9/30/2018,41.7901601,-71.3958232,2905,Rhode Island
77-4912526,Ishaaq Armitage,3199-XGZCY,Aida Silson,6 Bowman Plaza,3/25/2017,No,No,No,18,Yes,Yes,Fiber optic,New,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,Yes,9/30/2018,41.7901833,-71.4039782,2905,Rhode Island
78-8973798,Jena Durham,3785-KTYSH,Galen Sager,775 Becker Street,2/12/2017,No,No,No,19,Yes,Yes,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.6,1279,Yes,9/30/2018,41.7903789,-71.4011847,2905,Rhode Island
61-8597757,Sonny Vega,6814-ZPWFQ,Kimberlee Baxandall,99 Esch Crossing,4/22/2017,Yes,No,No,18,Yes,Yes,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25,1260.7,No,,41.790666,-71.4009212,2905,Rhode Island
17-1938812,Eloise Broadhurst,4063-EIKNQ,Edgard Tozer,654 Prairieview Park,5/24/2017,No,Yes,Yes,17,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,267.35,No,,41.7921009,-71.4046258,2905,Rhode Island
75-8051982,Hollie Conway,6993-YCOBK,Franz Caulton,45064 Lindbergh Pass,7/15/2017,No,Yes,Yes,15,Yes,Yes,Fiber optic,1 - 2 Years,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,No,,41.7923681,-71.4068111,2905,Rhode Island
83-8467671,Naima Clements,5206-HPJKM,Timmy Dytham,297 Dahle Circle,6/20/2017,No,No,No,16,Yes,No,DSL,Less than 1 Year,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15,No,,41.7937454,-71.3948385,2905,Rhode Island
42-2956742,Rahim Glover,7587-RZNME,Brett Sconce,6 Bayside Center,8/8/2016,No,No,No,3,Yes,No,DSL,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,Yes,11/12/2016,41.8472854,-71.416045,2904,Rhode Island
13-8653221,Ieuan Whittington,0748-RDGGM,Carolyne Manssuer,555 Twin Pines Street,5/26/2017,No,Yes,No,17,Yes,No,Fiber optic,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5,7534.65,No,,41.790853,-71.4371472,2905,Rhode Island
42-2956742,Rahim Glover,8393-JMVMB,Kinnie Learned,88164 Shasta Pass,4/17/2017,No,No,No,18,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,No,,41.8082529,-71.4066696,2905,Rhode Island
42-3903575,Claudia Todd,5019-GQVCR,Sandye Rennels,9690 Manitowish Road,6/18/2016,Yes,No,No,4,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,3645.6,Yes,11/12/2016,41.7942692,-71.4154485,2907,Rhode Island
98-3691700,Dexter Dawe,6036-TTFYU,Gerrilee Beminster,42 Graedel Avenue,3/13/2017,No,Yes,No,18,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,314.45,Yes,9/30/2018,41.7983158,-71.4212046,2907,Rhode Island
75-8051982,Hollie Conway,2550-AEVRU,Rosy Dressell,2 Packers Parkway,4/19/2017,No,Yes,Yes,18,Yes,No,DSL,Less than 1 Year,Yes,Yes,No,No,No,No,One year,No,Electronic check,53.45,3053,No,,41.8047503,-71.4126815,2905,Rhode Island
51-3249481,Abdur-Rahman Glenn,0969-RGKCU,Kikelia Stubbin,529 Fair Oaks Plaza,1/12/2017,No,Yes,Yes,21,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,677.05,No,,41.8126594,-71.4524822,2909,Rhode Island
61-8597757,Sonny Vega,0378-CJKPV,Rhodie Thying,21 Garrison Street,6/22/2016,No,Yes,No,4,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,7965.95,Yes,11/12/2016,41.8070511,-71.4486466,2909,Rhode Island
50-8904668,Marsha Lester,4706-AXVKM,Dody Worland,1431 Gateway Hill,7/5/2017,Yes,No,No,4,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,Yes,12/1/2017,41.8232178,-71.415727,2903,Rhode Island
42-2956742,Rahim Glover,5889-JTMUL,Crosby Doulton,603 Sachtjen Pass,9/11/2017,Yes,Yes,No,6,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,Yes,3/24/2018,41.8151624,-71.4518925,2909,Rhode Island
61-8597757,Sonny Vega,9026-RNUJS,Gilberte Masterson,10126 Fallview Way,5/30/2017,Yes,No,No,17,Yes,No,DSL,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.35,237.25,No,,41.8200354,-71.4399366,2909,Rhode Island
77-4912526,Ishaaq Armitage,3746-EUBYR,Rawley Mingame,42 Reindahl Parkway,5/10/2017,No,Yes,No,17,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,No,,41.8201012,-71.4585382,2909,Rhode Island
73-9095501,Floyd Black,2332-EFBJY,Lila Cobbe,5 Tennyson Point,5/15/2017,No,No,No,5,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,Yes,10/20/2017,41.820109,-71.4401517,2909,Rhode Island
69-0108929,Kelsea Esquivel,2880-FPNAE,Sandor Tomenson,92747 Heffernan Point,3/28/2017,Yes,Yes,No,18,Yes,No,Fiber optic,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.2,140.1,Yes,9/30/2018,41.8210242,-71.4358428,2909,Rhode Island
47-2963605,Jaimee Vance,1703-MGIAB,Alfons Kinnard,01 Mayer Avenue,7/23/2017,No,No,No,15,Yes,Yes,DSL,1 - 2 Years,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69,1108,No,,41.8230837,-71.4514603,2901,Rhode Island
17-1938812,Eloise Broadhurst,4311-QTTAI,Nestor Morrow,954 Reindahl Circle,5/11/2017,No,No,No,17,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.35,295.55,No,,41.8230968,-71.4462496,2909,Rhode Island
10-4398098,Nyah O'Neill,9474-PHLYD,Chad Seville,711 Dawn Plaza,4/25/2017,No,No,No,18,Yes,No,DSL,1 - 2 Years,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,892.65,No,,41.8230892,-71.4437037,2909,Rhode Island
50-8904668,Marsha Lester,4318-RAJVY,Fae Percy,232 Fremont Court,7/4/2017,No,No,No,15,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,198.25,No,,41.8231231,-71.4494682,2909,Rhode Island
58-8364238,Jenny Hancock,2165-VOEGB,Rachel Sesons,2 Thierer Place,2/22/2017,No,No,Yes,6,Yes,No,Fiber optic,> 4 Years,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,Yes,8/24/2017,41.8231347,-71.4396153,2909,Rhode Island
10-8807007,Alec Wilks,3612-YUNGG,Gilbertine Gusney,459 Hanson Way,6/27/2017,No,Yes,Yes,16,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,6741.15,No,,41.8233137,-71.4432783,2901,Rhode Island
83-8467671,Naima Clements,2254-DLXRI,Bengt Crimpe,21555 Mayfield Trail,2/1/2017,No,No,No,21,Yes,Yes,Fiber optic,Less than 1 Year,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,No,,41.8236397,-71.4450448,2901,Rhode Island
58-8364238,Jenny Hancock,5062-CJJKH,Eulalie Scardafield,93896 Montana Hill,7/2/2017,No,Yes,Yes,16,Yes,No,DSL,1 - 2 Years,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45,No,,41.8236792,-71.4436381,2909,Rhode Island
85-3745646,Shivani Costa,9028-LIHRP,Gherardo Clurow,3397 Logan Junction,5/22/2017,No,Yes,Yes,17,Yes,No,Fiber optic,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),100.2,7209,No,,41.8236974,-71.45866,2909,Rhode Island
66-9184652,Erika Rodriquez,2219-MVUSO,Dori Craze,708 Donald Alley,8/6/2017,No,No,No,4,Yes,No,DSL,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.15,438.4,Yes,12/11/2017,41.8237861,-71.4398659,2909,Rhode Island
73-9095501,Floyd Black,1053-MXTTK,Andros Daintry,772 Alpine Road,6/30/2016,No,Yes,Yes,4,Yes,No,Fiber optic,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.65,7726.35,Yes,11/12/2016,41.8237445,-71.4519431,2909,Rhode Island
75-8051982,Hollie Conway,1530-ZTDOZ,Torr Hornig,28713 Moose Pass,6/3/2016,No,Yes,No,5,No,No phone service,DSL,> 4 Years,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,Yes,11/12/2016,41.8238855,-71.4499891,2909,Rhode Island
10-4398098,Nyah O'Neill,1301-LOPVR,Alyda Birckmann,81972 Fuller Terrace,7/21/2017,No,Yes,Yes,15,No,No phone service,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95,No,,41.8238704,-71.4451891,2909,Rhode Island
83-8467671,Naima Clements,0853-TWRVK,Clareta Candlish,833 Forest Dale Trail,2/9/2017,No,Yes,No,19,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,7581.5,Yes,9/30/2018,41.8240051,-71.4441054,2909,Rhode Island
16-0420024,Ariya Almond,8914-RBTSB,Bryana Videneev,0667 Sommers Pass,6/17/2017,No,Yes,No,6,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,Yes,12/27/2017,41.8239516,-71.4584625,2909,Rhode Island
75-8051982,Hollie Conway,6212-ATMLK,Mariel Crowcombe,968 Utah Terrace,5/6/2017,No,No,No,17,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4729.75,No,,41.8239753,-71.4545496,2909,Rhode Island
69-0108929,Kelsea Esquivel,8200-LGKSR,Vinni McGivena,3 Gateway Alley,5/28/2017,No,Yes,No,17,Yes,Yes,DSL,1 - 2 Years,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,No,,41.8214678,-71.4491733,2909,Rhode Island
20-9329110,Emil Webber,1568-BEKZM,Lisbeth Skettles,6 Becker Alley,8/9/2017,Yes,Yes,No,14,Yes,Yes,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,No,,41.8219882,-71.4495163,2909,Rhode Island
25-9781941,Cleo Frederick,0670-ANMUU,Camille Willingale,8 Bartillon Parkway,7/23/2017,No,No,No,15,Yes,Yes,Fiber optic,Less than 1 Year,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),97.65,6687.85,No,,41.8213469,-71.4439346,2909,Rhode Island
25-9781941,Cleo Frederick,6897-RWMUB,Georgeanne Heminsley,2 Daystar Alley,3/9/2017,No,Yes,Yes,18,Yes,No,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),68.05,4158.25,Yes,9/30/2018,41.8213815,-71.4490552,2901,Rhode Island
78-8973798,Jena Durham,0963-ZBDRN,Blair Currier,6287 Bartillon Parkway,9/18/2017,No,No,No,3,Yes,No,Fiber optic,> 4 Years,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,Yes,1/11/2018,41.8213596,-71.4479493,2909,Rhode Island
82-7808716,Laila Moses,7594-RQHXR,Omero Castaignet,10 Packers Point,9/11/2017,No,No,Yes,13,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,No,,41.8223907,-71.446101,2909,Rhode Island
57-1199545,Braydon Farrington,6999-CHVCF,Claribel Stealey,8694 Nova Center,7/7/2017,No,No,No,15,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,7149.35,No,,41.8224307,-71.4469819,2909,Rhode Island
